date,SO2_mod,SO2_mea,SO4_mod,SO4_mea,NH4_mod,NH4_mea,NO3_mod,NO3_mea,PM2.5_mod
1/1/07,0.44,,0.078,,0.024,,0.039,,1.259
1/8/07,1.445,,0.216,,0.032,,0.038,,6.899
1/15/07,0.944,,0.206,,0.037,,0.061,,1.985
1/22/07,0.35,,0.102,,0.03,,0.05,,3.874
1/29/07,0.498,,0.147,,0.041,,0.068,,3.448
2/5/07,1.757,,0.167,,0.037,,0.048,,3.213
2/12/07,0.251,,0.118,,0.043,,0.066,,1.666
2/19/07,0.017,,0.053,,0.022,,0.034,,0.857
2/26/07,0.097,,0.089,,0.038,,0.041,,2.744
3/5/07,0.145,,0.124,,0.039,,0.06,,1.305
3/12/07,0.174,,0.137,,0.041,,0.042,,2.916
3/19/07,0.136,,0.154,,0.029,,0.028,,3.857
3/26/07,0.009,,0.084,,0.027,,0.036,,0.947
4/2/07,0.122,,0.156,,0.027,,0.021,,7.795
4/9/07,0.263,,0.221,,0.031,,0.027,,2.821
4/16/07,0.275,,0.332,,0.044,,0.018,,12.41
4/23/07,0.01,,0.108,,0.032,,0.028,,3.691
4/30/07,0,,0.058,,0.029,,0.03,,0.77
5/7/07,0,,0.061,,0.04,,0.027,,0.707
5/14/07,0,,0.036,,0.03,,0.026,,0.374
5/21/07,0,,0.036,,0.027,,0.026,,0.399
5/28/07,0,,0.045,,0.023,,0.023,,0.542
6/4/07,0,,0.042,,0.033,,0.034,,0.521
6/11/07,0,,0.046,,0.028,,0.031,,0.625
6/18/07,0,,0.029,,0.022,,0.034,,0.524
6/25/07,0,,0.014,,0.011,,0.015,,1.355
7/2/07,0,,0.024,,0.02,,0.027,,0.495
7/9/07,0,,0.021,,0.019,,0.036,,0.575
7/16/07,0,,0.028,,0.019,,0.043,,0.784
7/23/07,0,,0.038,,0.031,,0.053,,1.221
7/30/07,0,,0.039,,0.031,,0.065,,0.915
8/6/07,0,,0.033,,0.026,,0.058,,0.717
8/13/07,0.001,,0.055,,0.02,,0.027,,1.362
8/20/07,0.004,,0.246,,0.023,,0.023,,1.797
8/27/07,0.009,,0.061,,0.011,,0.014,,0.618
9/3/07,0,,0.016,,0.005,,0.008,,0.232
9/10/07,0,,0.02,,0.01,,0.016,,0.977
9/17/07,0.002,,0.03,,0.015,,0.02,,0.833
9/24/07,0,,0.04,,0.031,,0.028,,0.984
10/1/07,0.002,,0.041,,0.02,,0.017,,2.278
10/8/07,0.001,,0.039,,0.021,,0.022,,1.211
10/15/07,0.015,,0.04,,0.014,,0.015,,1.207
10/22/07,0.04,,0.054,,0.018,,0.019,,3.8
10/29/07,0.017,,0.066,,0.047,,0.036,,1.687
11/5/07,0.028,,0.064,,0.041,,0.032,,6.858
11/12/07,0.012,,0.05,,0.028,,0.029,,1.321
11/19/07,0.752,,0.123,,0.066,,0.04,,6.751
11/26/07,0.214,,0.102,,0.063,,0.048,,1.269
12/3/07,0.074,,0.05,,0.026,,0.032,,1.194
12/10/07,0.134,,0.06,,0.02,,0.032,,0.86
12/17/07,0.248,,0.073,,0.02,,0.024,,1.439
12/24/07,1.072,,0.2,,0.064,,0.086,,4.1
12/31/07,0.318,,0.078,,0.021,,0.039,,2.247
1/7/08,0.346,0.158,0.1,0.196,0.037,0.046,0.079,0.024,1.154
1/14/08,0.323,0.086,0.101,0.146,0.045,0.038,0.074,0.023,1.621
1/21/08,0.865,0.842,0.161,0.227,0.039,0.056,0.073,0.037,1.543
1/28/08,0.344,0.195,0.113,0.157,0.029,0.034,0.054,0.038,2.476
2/4/08,0.101,0.171,0.069,0.186,0.028,0.034,0.07,0.019,2.08
2/11/08,0.339,0.094,0.112,0.287,0.031,0.08,0.025,0.038,5.456
2/18/08,0.399,0.443,0.115,0.27,0.047,0.055,0.05,0.02,2.23
2/25/08,1.272,0.736,0.34,0.712,0.112,0.282,0.134,0.061,2.349
3/3/08,0.172,0.092,0.101,0.25,0.024,0.079,0.028,0.022,1.116
3/10/08,0.251,0.02,0.198,0.284,0.074,0.076,0.067,0.018,1.617
3/17/08,0.08,0.047,0.117,0.303,0.036,0.088,0.03,0.024,1.192
3/24/08,0.152,0.097,0.284,0.574,0.143,0.149,0.072,0.042,5.716
3/31/08,0.12,0.078,0.228,0.498,0.109,0.157,0.066,0.038,1.65
4/7/08,0.157,0.193,0.243,0.457,0.132,0.146,0.066,0.027,2.275
4/14/08,0.029,0.123,0.155,0.457,0.069,0.12,0.044,0.035,1.372
4/21/08,0.204,0.125,0.294,0.55,0.123,0.145,0.044,0.061,4.248
4/28/08,0.002,0.029,0.139,0.002,0.126,0.211,0.054,0.068,1.542
5/5/08,0,0.011,0.078,0.321,0.068,0.141,0.045,0.051,1.68
5/12/08,0,0.014,0.114,0.358,0.102,0.18,0.063,0.072,1.735
5/19/08,0,0.02,0.095,0.255,0.071,0.116,0.047,0.049,0.917
5/26/08,0,0.006,0.043,0.184,0.035,0.101,0.042,0.102,0.478
6/2/08,0,0.004,0.025,0.061,0.022,0.029,0.026,0.034,0.399
6/9/08,0,0.004,0.038,0.083,0.032,0.039,0.036,0.031,0.842
6/16/08,0,0.003,0.035,0.059,0.028,0.037,0.039,0.036,0.84
6/23/08,0,0.002,0.062,0.049,0.04,0.039,0.042,0.03,1.062
6/30/08,0,0.01,0.055,0.066,0.047,0.052,0.053,0.036,1.191
7/7/08,0,0.005,0.021,0.035,0.016,0.023,0.023,0.024,1.127
7/14/08,0,0.005,0.02,0.018,0.016,0.015,0.039,0.02,0.458
7/21/08,0,0.003,0.017,0.031,0.014,0.011,0.031,0.018,0.391
7/28/08,0,0.007,0.026,0.051,0.022,0.03,0.048,0.023,0.868
8/4/08,0,0.004,0.017,0.026,0.015,0.02,0.034,0.017,1.067
8/11/08,0,0.008,0.006,0.017,0.003,0.012,0.009,0.009,0.338
8/18/08,0,0.013,0.017,0.03,0.012,0.023,0.022,0.013,0.223
8/25/08,0,0.006,0.041,0.033,0.034,0.012,0.043,0.014,0.488
9/1/08,0,0.003,0.021,0.025,0.013,0.016,0.024,0.013,0.705
9/8/08,0,0.006,0.021,0.048,0.017,0.025,0.022,0.006,0.236
9/15/08,0,0.006,0.025,0.015,0.017,0.006,0.021,0.008,1.344
9/22/08,0,0.056,0.026,0.049,0.009,0.008,0.013,0.015,1.277
9/29/08,0,0.031,0.044,0.071,0.019,0.011,0.024,0.023,0.569
10/6/08,0.02,0.005,0.059,0.103,0.025,0.02,0.019,0.014,3.082
10/13/08,0.037,0.015,0.078,0.091,0.018,0.016,0.017,0.009,2.529
10/20/08,0.013,0.008,0.053,0.056,0.023,0.015,0.021,0.01,1.571
10/27/08,0.099,0.034,0.065,0.109,0.029,0.012,0.029,0.01,4.645
11/3/08,0.298,0.146,0.105,0.244,0.023,0.015,0.035,0.02,1.341
11/10/08,0.413,0.084,0.129,0.184,0.031,0.014,0.037,0.015,3.899
11/17/08,1.087,0.81,0.231,0.268,0.035,0.025,0.043,0.031,5.515
11/24/08,0.344,0.113,0.13,0.225,0.044,0.037,0.06,0.024,2.896
12/1/08,0.111,0.027,0.061,0.179,0.034,0.035,0.05,0.018,1.398
12/8/08,0.274,0.07,0.072,0.112,0.026,0.02,0.045,0.017,1.559
12/15/08,1.266,0.501,0.153,0.192,0.039,0.03,0.081,0.04,4.818
12/22/08,0.124,0.037,0.056,0.116,0.022,0.02,0.047,0.021,2.23
12/29/08,0.345,0.316,0.12,0.296,0.074,0.073,0.124,0.038,3.413
1/5/09,0.913,0.82,0.174,0.275,0.066,0.085,0.094,0.038,3.171
1/12/09,1.198,0.323,0.222,0.4,0.069,0.08,0.076,0.02,4.767
1/19/09,0.319,0.04,0.089,0.203,0.03,0.037,0.081,0.019,1.363
1/26/09,0.053,0.302,0.046,0.347,0.019,0.076,0.053,0.028,1.402
2/2/09,1.603,0.179,0.295,0.373,0.081,0.09,0.089,0.017,5.302
2/9/09,0.239,0.074,0.085,0.297,0.029,0.073,0.036,0.013,1.362
2/16/09,0.141,0.1,0.077,0.197,0.031,0.053,0.035,0.015,1.436
2/23/09,0.107,0.084,0.095,0.323,0.043,0.072,0.045,0.035,0.9
3/2/09,0.197,0.539,0.115,0.379,0.042,0.101,0.057,0.024,2.133
3/9/09,0.709,0.268,0.233,0.385,0.087,0.084,0.046,0.036,2.618
3/16/09,0.719,0.076,0.247,0.409,0.075,0.063,0.044,0.02,2.79
3/23/09,0.514,0.114,0.276,0.435,0.058,0.095,0.073,0.01,1.914
3/30/09,0.086,0.096,0.17,0.438,0.05,0.124,0.055,0.01,1.507
4/6/09,0.042,0.108,0.136,0.564,0.04,0.124,0.037,0.013,1.164
4/13/09,0.01,0.157,0.165,0.71,0.056,0.134,0.049,0.037,2.075
4/20/09,0.067,0.129,0.16,0.717,0.067,0.129,0.049,0.02,2.717
4/27/09,0.059,0.041,0.165,0.356,0.077,0.079,0.062,0.01,2.027
5/4/09,0.002,0.009,0.099,0.174,0.069,0.045,0.041,0.015,0.967
5/11/09,0,0.003,0.04,0.119,0.03,0.05,0.014,0.015,0.783
5/18/09,0,0.016,0.062,0.137,0.054,0.041,0.045,0.016,0.79
5/25/09,0.088,0.007,0.133,0.089,0.013,0.032,0.011,0.013,0.82
6/1/09,0,0.001,0.06,0.102,0.023,0.048,0.023,0.016,0.502
6/8/09,0,0.005,0.064,0.096,0.052,0.032,0.042,0.013,0.756
6/15/09,0,0.002,0.024,0.055,0.019,0.029,0.025,0.012,1.159
6/22/09,0,0.002,0.047,0.035,0.041,0.033,0.052,0.012,0.758
6/29/09,0,0.003,0.025,0.046,0.021,0.03,0.028,0.011,0.337
7/6/09,0,0.005,0.036,0.051,0.03,0.029,0.035,0.011,0.682
7/13/09,0,0.008,0.038,0.037,0.033,0.019,0.053,0.009,0.895
7/20/09,0,0.006,0.101,0.034,0.045,0.034,0.04,0.018,1.305
7/27/09,0,0.006,0.053,0.032,0.031,0.033,0.04,0.016,0.675
8/3/09,0,0.005,0.024,0.024,0.02,0.021,0.034,0.012,0.407
8/10/09,0,0.015,0.025,0.029,0.022,0.026,0.05,0.012,0.51
8/17/09,0,0.009,0.03,0.022,0.026,0.019,0.04,0.008,0.799
8/24/09,0,0.004,0.017,0.014,0.015,0.013,0.023,0.006,0.348
8/31/09,0,0.01,0.019,0.023,0.017,0.013,0.024,0.007,0.316
9/7/09,0,0.012,0.017,0.026,0.014,0.017,0.019,0.008,0.448
9/14/09,0,0.024,0.024,0.099,0.018,0.012,0.02,0.012,0.271
9/21/09,0.135,0.032,0.139,0.1,0.029,0.014,0.015,0.012,1.421
9/28/09,0.043,0.012,0.126,0.045,0.022,0.012,0.02,0.008,4.942
10/5/09,0.073,0.008,0.088,0.049,0.02,0.016,0.02,0.01,6.785
10/12/09,0.3,0.017,0.138,0.077,0.037,0.018,0.036,0.009,1.127
10/19/09,0.182,0.013,0.092,0.06,0.032,0.019,0.024,0.009,2.709
10/26/09,0.047,0.019,0.059,0.054,0.022,0.016,0.019,0.011,0.548
11/2/09,0.12,0.02,0.079,0.052,0.023,0.018,0.022,0.012,1.516
11/9/09,0.052,0.009,0.063,0.054,0.023,0.025,0.026,0.011,1.032
11/16/09,0.013,0.025,0.042,0.057,0.023,0.024,0.028,0.014,1.2
11/23/09,0.019,0.009,0.039,0.017,0.028,0.01,0.039,0.006,1.446
11/30/09,0.065,0.009,0.06,0.062,0.034,0.016,0.052,0.012,1.131
12/7/09,0.125,0.009,0.068,,0.031,0.016,0.063,,1.578
12/14/09,0.076,0.012,0.039,0.087,0.02,0.018,0.049,0.013,4.613
12/21/09,0.446,0.259,0.097,0.133,0.059,0.035,0.071,0.029,2.304
12/28/09,0.992,0.232,0.096,0.145,0.048,0.035,0.056,0.029,2.43
1/4/10,0.665,0.186,0.116,0.161,0.056,0.035,0.09,0.027,3.226
1/11/10,0.519,0.124,0.112,0.151,0.044,0.02,0.081,0.025,1.631
1/18/10,0.195,0.109,0.062,0.151,0.02,0.028,0.032,0.023,1.031
1/25/10,0.311,,0.091,,0.033,,0.064,,2.748
2/1/10,0.093,0.047,0.059,0.175,0.025,0.029,0.046,0.021,0.936
2/8/10,0.159,0.06,0.095,0.051,0.042,0.029,0.054,0.021,2.158
2/15/10,0.074,0.042,0.122,0.001,0.074,0.034,0.083,0.012,1.107
2/22/10,0.466,,0.158,,0.074,,0.061,,1.89
3/1/10,1.536,0.039,0.347,0.158,0.053,0.035,0.046,0.009,2.711
3/8/10,0.133,0.06,0.128,0.172,0.044,0.043,0.053,0.013,3.014
3/15/10,1.099,0.417,0.317,0.141,0.057,0.037,0.067,0.01,2.172
3/22/10,0.228,0.26,0.195,0.282,0.075,0.068,0.048,0.011,1.389
3/29/10,0.081,0.063,0.198,0.25,0.095,0.057,0.055,0.013,1.961
4/5/10,0.002,0.056,0.075,0.208,0.049,0.051,0.044,0.025,1.26
4/12/10,0.001,,0.082,0.174,0.05,0.053,0.057,0.019,1.083
4/19/10,0.078,0.018,0.164,0.217,0.033,0.042,0.025,0.027,3.067
4/26/10,0.05,0.021,0.146,0.236,0.043,0.04,0.026,0.026,2.459
5/3/10,0.003,0.013,0.065,0.174,0.034,0.037,0.021,0.019,2.535
5/10/10,0.007,0.018,0.074,0.163,0.038,0.045,0.035,0.013,1.358
5/17/10,0,0.008,0.031,0.105,0.026,0.031,0.03,0.01,0.539
5/24/10,0,0.003,0.033,0.065,0.028,0.028,0.029,0.01,0.465
5/31/10,0,0.002,0.038,0.059,0.026,0.028,0.032,0.008,0.459
6/7/10,0,0.004,0.021,0.04,0.018,0.022,0.021,0.007,0.41
6/14/10,0,0.006,0.184,0.052,0.024,0.017,0.024,0.006,1.213
6/21/10,0,0.006,0.072,0.059,0.03,0.018,0.03,0.005,1.007
6/28/10,0,0.002,0.048,,0.039,0.02,0.051,0.006,1.215
7/5/10,0,0.002,0.096,,0.084,0.032,0.088,0.01,2.742
7/12/10,0,0.002,0.051,,0.044,0.029,0.063,0.01,1.636
7/19/10,0,0.001,0.007,0.003,0.006,0.01,0.019,0.005,0.244
7/26/10,0,0.012,0.026,0.012,0.017,0.01,0.032,0.008,0.571
8/2/10,0,0.007,0.019,0.03,0.015,0.017,0.023,0.01,0.49
8/9/10,0,0.003,0.006,0.019,0.004,0.009,0.006,0.007,0.216
8/16/10,0,0.005,0.038,0.026,0.03,0.02,0.045,0.007,0.887
8/23/10,0,0.004,0.025,0.018,0.013,0.017,0.021,0.007,0.354
8/30/10,0,0.003,0.028,0.012,0.021,0.012,0.029,,0.404
9/6/10,0,0.003,0.038,0.015,0.017,0.013,0.019,0.005,0.295
9/13/10,0.001,0.005,0.044,0.028,0.021,0.012,0.031,0.005,0.356
9/20/10,0,0.006,0.056,0.034,0.031,0.015,0.035,0.006,0.451
9/27/10,0,0.005,0.018,0.021,0.016,0.009,0.018,0.006,0.439
10/4/10,0,0.004,0.031,0.017,0.017,0.007,0.019,0.006,0.504
10/11/10,0.004,0.022,0.045,0.027,0.025,0.012,0.025,0.006,1.192
10/18/10,0.339,0.018,0.157,0.076,0.054,0.027,0.036,0.01,4.484
10/25/10,0.037,0.011,0.116,0.057,0.038,0.024,0.04,0.009,0.936
11/1/10,0.006,0.01,0.051,0.027,0.03,0.014,0.041,0.005,0.506
11/8/10,0.097,0.059,0.108,0.065,0.035,0.022,0.041,0.005,0.927
11/15/10,0.099,0.051,0.07,0.072,0.025,0.021,0.027,0.005,0.941
11/22/10,0.038,0.029,0.062,0.054,0.036,0.016,0.061,0.005,0.754
11/29/10,0.04,0.015,0.031,0.051,0.019,0.014,0.039,0.011,0.838
12/6/10,0.992,0.13,0.124,0.072,0.05,0.015,0.072,0.009,1.417
12/13/10,0.522,0.086,0.125,0.082,0.045,0.025,0.077,0.012,3.262
12/20/10,0.136,0.048,0.066,0.084,0.038,0.02,0.057,0.015,1.38
12/27/10,0.645,,0.098,,0.065,,0.048,,2.749
1/3/11,0.616,0.158,0.125,0.094,0.059,0.024,0.065,0.028,4.365
1/10/11,0.523,0.202,0.119,0.132,0.082,0.046,0.064,0.037,1.981
1/17/11,0.046,0.273,0.054,0.267,0.024,0.065,0.034,0.033,1.248
1/24/11,0.294,0.026,0.06,0.05,0.024,0.017,0.037,0.013,1.357
1/31/11,0.893,0.1,0.215,0.109,0.05,0.03,0.047,0.023,2.377
2/7/11,0.22,0.405,0.064,0.288,0.036,0.069,0.018,0.013,1.06
2/14/11,0.065,0.092,0.048,0.133,0.021,0.028,0.037,0.006,0.721
2/21/11,0.256,0.001,0.099,0.026,0.044,0.01,0.035,0.004,4.604
2/28/11,0.574,0.028,0.175,0.088,0.04,0.021,0.028,0.012,6.034
3/7/11,0.463,0.183,0.189,0.119,0.09,0.032,0.048,0.027,4.921
3/14/11,0.216,0.167,0.166,0.234,0.043,0.069,0.027,0.024,4.594
3/21/11,0.058,0.152,0.094,0.275,0.038,0.086,0.028,0.014,4.973
3/28/11,0.004,0.048,0.093,0.213,0.05,0.063,0.097,0.023,1.362
4/4/11,0.004,0.017,0.109,0.185,0.057,0.062,0.044,0.016,2.249
4/11/11,0.025,0.019,0.142,0.213,0.053,0.07,0.029,0.026,1.427
4/18/11,0.095,0.066,0.158,0.309,0.031,0.09,0.02,0.028,3.829
4/25/11,0.003,0.096,0.062,0.356,0.029,0.069,0.022,0.027,1.59
5/2/11,0,0.019,0.053,0.217,0.03,0.056,0.023,0.01,1.223
5/9/11,0,0.011,0.045,0.159,0.028,0.054,0.034,0.012,0.842
5/16/11,0,0.007,0.045,0.126,0.031,0.181,0.028,0.027,2.542
5/23/11,0,0.015,0.055,0.095,0.044,0.035,0.032,0.032,0.939
5/30/11,0,0.014,0.03,0.069,0.026,0.037,0.02,0.009,0.599
6/6/11,0,0.004,0.034,0.045,0.029,0.026,0.027,0.009,0.771
6/13/11,0,0.008,0.055,,0.048,0.03,0.056,0.01,1.179
6/20/11,0,0.004,0.035,0.072,0.031,0.05,0.053,0.013,1.169
6/27/11,0,0.009,0.029,0.05,0.026,0.043,0.042,0.017,0.824
7/4/11,0,0.003,0.145,0.055,0.03,0.027,0.026,0.007,0.937
7/11/11,0,0.005,0.073,0.011,0.036,0.015,0.049,0.01,0.859
7/18/11,0,0.008,0.046,0.031,0.039,0.016,0.06,0.005,1.152
7/25/11,0,0.004,0.032,0.074,0.027,0.037,0.038,0.008,0.756
8/1/11,0,0.009,0.035,0.043,0.028,0.027,0.049,0.013,1.066
8/8/11,0,0.006,0.021,0.034,0.012,0.036,0.022,0.016,2.039
8/15/11,0,0.009,0.021,0.021,0.014,0.017,0.024,0.015,0.285
8/22/11,0,0.012,0.021,0.021,0.012,0.015,0.027,0.01,0.301
8/29/11,0,0.004,0.007,0.013,0.006,0.009,0.015,0.009,0.141
9/5/11,0.005,,0.012,,0.01,,0.015,,0.399
9/12/11,0.005,0,0.016,,0.014,,0.016,0,0.493
9/19/11,0,0.004,0.018,0.022,0.013,0.006,0.021,0.005,0.308
9/26/11,0,0.021,0.026,0.021,0.017,0.002,0.021,0.006,0.329
10/3/11,0.001,0,0.037,0.02,0.013,0.003,0.017,0.005,0.514
10/10/11,0.004,0.003,0.059,0.015,0.017,0.007,0.022,0.006,2.137
10/17/11,0.002,0.024,0.038,0.014,0.02,0.006,0.021,0.009,0.852
